employee_department,employee_campus,employee_position,employee_seniority_years,is_contractor,employee_classification,has_foreign_citizenship,has_criminal_record,total_printed_pages,num_printed_pages_off_hours,total_files_burned,burned_from_other,is_abroad,hostility_country_level,num_entries,num_unique_campus,entry_during_weekend,is_malicious
9,1,41,14,1,3,0,0,0,0,3,0,0,0,1,1,0,0
9,1,41,14,1,3,0,0,16,0,9,0,0,0,0,0,0,0
9,1,41,14,1,3,0,0,5,0,0,0,0,0,1,1,0,0
9,1,41,14,1,3,0,0,0,0,38,0,0,0,1,1,0,0
9,1,41,14,1,3,0,0,6,0,0,0,0,0,0,0,0,0
9,1,41,14,1,3,0,0,0,0,9,0,0,0,0,0,0,0
9,1,41,14,1,3,0,0,1,0,26,0,0,0,2,1,0,0
9,1,41,14,1,3,0,0,15,0,0,0,0,0,0,0,0,0
9,1,41,14,1,3,0,0,0,0,9,0,0,0,1,1,0,0
9,1,41,14,1,3,0,0,1,0,30,0,0,0,0,0,0,0
9,1,41,14,1,3,0,0,4,0,0,0,0,0,0,0,0,0
6,1,41,7,0,2,1,0,0,0,0,0,0,0,0,0,0,0
6,1,41,7,0,2,1,0,49,0,0,0,0,0,1,1,0,0
6,1,41,7,0,2,1,0,0,0,0,0,0,0,1,1,0,0
6,1,41,7,0,2,1,0,0,0,2,0,0,0,1,1,0,0
6,1,41,7,0,2,1,0,8,0,0,0,0,0,2,1,0,0
6,1,41,7,0,2,1,0,3,0,0,0,0,0,0,0,0,0
6,1,41,7,0,2,1,0,0,0,4,0,0,0,0,0,0,0
6,1,41,7,0,2,1,0,22,0,0,0,0,0,0,0,0,0
6,1,41,7,0,2,1,0,8,0,0,0,0,0,1,1,0,0
6,1,41,7,0,2,1,0,2,0,0,0,0,0,1,1,0,0
6,1,41,7,0,2,1,0,0,0,19,0,0,0,1,1,0,0
6,1,41,7,0,2,1,0,33,3,0,0,0,0,1,1,1,0
6,1,41,7,0,2,1,0,2,0,0,0,0,0,0,0,0,0
6,1,41,7,0,2,1,0,10,0,0,0,0,0,0,0,0,0
6,1,41,7,0,2,1,0,4,0,0,0,0,0,1,1,0,0
6,1,41,7,0,2,1,0,42,0,0,0,0,0,1,1,0,0
6,1,41,7,0,2,1,0,29,9,0,0,0,0,1,1,0,0
6,1,41,7,0,2,1,0,1,0,2,0,0,0,0,0,0,0
6,1,41,7,0,2,1,0,16,0,0,0,0,0,1,1,1,0
6,1,41,7,0,2,1,0,11,0,0,0,0,0,2,1,0,0
6,1,41,7,0,2,1,0,0,0,17,0,0,0,2,1,0,0
6,1,41,7,0,2,1,0,30,0,0,0,0,0,1,1,0,0
6,1,41,7,0,2,1,0,16,0,0,0,0,0,0,0,0,0
6,1,41,7,0,2,1,0,40,0,0,0,0,0,0,0,0,0
6,1,41,7,0,2,1,0,14,0,0,0,0,0,1,1,0,0
6,1,41,7,0,2,1,0,3,0,19,0,0,0,1,1,0,0
6,1,41,7,0,2,1,0,12,0,0,0,0,0,1,1,0,0
6,1,41,7,0,2,1,0,6,0,0,0,0,0,0,0,0,0
6,1,41,7,0,2,1,0,101,13,0,0,0,0,0,0,0,0
6,1,41,7,0,2,1,0,18,7,0,0,0,0,0,0,0,0
6,1,41,7,0,2,1,0,4,0,0,0,0,0,0,0,0,0
6,1,41,7,0,2,1,0,133,0,0,0,0,0,1,1,0,0
6,1,41,7,0,2,1,0,42,0,0,0,0,0,2,1,0,0
6,1,41,7,0,2,1,0,6,0,0,0,0,0,1,1,0,0
6,1,41,7,0,2,1,0,36,4,0,0,0,0,0,0,0,0
6,1,41,7,0,2,1,0,38,0,0,0,0,0,0,0,0,0
6,1,41,7,0,2,1,0,17,0,0,0,0,0,2,1,0,0
6,1,41,7,0,2,1,0,18,0,0,0,0,0,1,1,0,0
6,1,41,7,0,2,1,0,5,0,0,0,0,0,0,0,0,0
6,1,41,7,0,2,1,0,0,0,0,0,1,0,0,0,0,0
6,1,41,7,0,2,1,0,0,0,0,0,1,0,0,0,0,0
6,1,41,7,0,2,1,0,0,0,0,0,1,0,0,0,0,0
6,1,41,7,0,2,1,0,0,0,0,0,1,0,0,0,0,0
6,1,41,7,0,2,1,0,0,0,0,0,1,0,0,0,0,0
6,1,41,7,0,2,1,0,0,0,0,0,1,0,0,0,0,0
6,1,41,7,0,2,1,0,0,0,0,0,1,0,0,0,0,0
6,1,41,7,0,2,1,0,0,0,0,0,1,0,0,0,0,0
6,1,41,7,0,2,1,0,22,4,0,0,0,0,1,1,0,0
6,1,41,7,0,2,1,0,28,0,0,0,0,0,2,1,0,0
6,1,41,7,0,2,1,0,10,0,0,0,0,0,1,1,0,0
6,1,41,7,0,2,1,0,26,0,0,0,0,0,0,0,0,0
6,1,41,7,0,2,1,0,27,6,0,0,0,0,1,1,0,0
6,1,41,7,0,2,1,0,16,1,0,0,0,0,2,1,0,0
6,1,41,7,0,2,1,0,24,0,0,0,0,0,1,1,0,0
6,1,41,7,0,2,1,0,46,0,0,0,0,0,0,0,0,0
6,1,41,7,0,2,1,0,33,11,0,0,0,0,0,0,0,0
6,1,41,7,0,2,1,0,15,2,0,0,0,0,1,1,0,0
6,1,41,7,0,2,1,0,13,0,0,0,0,0,1,1,0,0
6,1,41,7,0,2,1,0,1,0,0,0,0,0,0,0,0,0
6,1,41,7,0,2,1,0,45,0,0,0,0,0,0,0,0,0
6,1,41,7,0,2,1,0,0,0,0,0,0,0,1,1,1,0
6,1,41,7,0,2,1,0,156,0,0,0,0,0,1,1,0,0
6,1,41,7,0,2,1,0,4,0,24,0,0,0,1,1,0,0
6,1,41,7,0,2,1,0,27,6,0,0,0,0,2,1,0,0
6,1,41,7,0,2,1,0,0,0,25,0,0,0,0,0,0,0
6,1,41,7,0,2,1,0,0,0,23,0,0,0,0,0,0,0
6,1,41,7,0,2,1,0,4,1,0,0,0,0,0,0,0,0
6,1,41,7,0,2,1,0,0,0,0,0,0,0,2,1,0,0
6,1,41,7,0,2,1,0,5,0,0,0,0,0,1,1,0,0
6,1,41,7,0,2,1,0,16,0,0,0,0,0,2,1,0,0
6,1,41,7,0,2,1,0,26,0,0,0,0,0,1,1,1,0
6,1,41,7,0,2,1,0,0,0,20,0,0,0,0,0,0,0
6,1,41,7,0,2,1,0,54,0,19,0,0,0,1,1,0,0
6,1,41,7,0,2,1,0,22,0,0,0,0,0,1,1,0,0
6,1,41,7,0,2,1,0,69,0,0,0,0,0,2,1,1,0
6,1,41,7,0,2,1,0,15,0,0,0,0,0,0,0,0,0
6,1,41,7,0,2,1,0,115,0,0,0,0,0,2,1,0,0
6,1,41,7,0,2,1,0,7,0,0,0,0,0,2,1,0,0
6,1,41,7,0,2,1,0,18,0,4,0,0,0,1,1,0,0
6,1,41,7,0,2,1,0,19,0,0,0,0,0,1,1,0,0
6,1,41,7,0,2,1,0,23,0,0,0,0,0,0,0,0,0
6,1,41,7,0,2,1,0,0,0,5,0,0,0,1,1,0,0
6,1,41,7,0,2,1,0,7,0,0,0,0,0,1,1,0,0
6,1,41,7,0,2,1,0,2,0,0,0,0,0,2,1,0,0
6,1,41,7,0,2,1,0,14,0,0,0,0,0,0,0,0,0
6,1,41,7,0,2,1,0,8,0,0,0,0,0,0,0,0,0
6,1,41,7,0,2,1,0,2,0,9,0,0,0,0,0,0,0
6,1,41,7,0,2,1,0,10,0,0,0,0,0,2,1,0,0
6,1,41,7,0,2,1,0,29,0,21,0,0,0,2,1,0,0
6,1,41,7,0,2,1,0,9,0,0,0,0,0,2,1,0,0
6,1,41,7,0,2,1,0,23,7,0,0,0,0,1,1,0,0
6,1,41,7,0,2,1,0,50,0,0,0,0,0,2,1,0,0
6,1,41,7,0,2,1,0,89,0,0,0,0,0,0,0,0,0
6,1,41,7,0,2,1,0,30,0,0,0,0,0,0,0,0,0
6,1,41,7,0,2,1,0,9,0,0,0,0,0,1,1,0,0
6,1,41,7,0,2,1,0,92,0,0,0,0,0,1,1,0,0
6,1,41,7,0,2,1,0,12,4,0,0,0,0,0,0,0,0
6,1,41,7,0,2,1,0,4,1,0,0,0,0,1,1,0,0
6,1,41,7,0,2,1,0,13,0,0,0,0,0,0,0,0,0
6,1,41,7,0,2,1,0,23,3,0,0,0,0,0,0,0,0
6,1,41,7,0,2,1,0,56,9,0,0,0,0,1,1,0,0
6,1,41,7,0,2,1,0,58,0,0,0,0,0,0,0,0,0
6,1,41,7,0,2,1,0,16,0,0,0,0,0,1,1,0,0
6,1,41,7,0,2,1,0,32,0,9,0,0,0,1,1,0,0
6,1,41,7,0,2,1,0,113,14,0,0,0,0,0,0,0,0
6,1,41,7,0,2,1,0,5,1,0,0,0,0,1,1,0,0
6,1,41,7,0,2,1,0,21,0,0,0,0,0,0,0,0,0
6,1,41,7,0,2,1,0,0,0,8,0,0,0,0,0,0,0
6,1,41,7,0,2,1,0,32,0,0,0,0,0,2,1,0,0
6,1,41,7,0,2,1,0,18,0,0,0,0,0,2,1,0,0
6,1,41,7,0,2,1,0,46,18,0,0,0,0,1,1,0,0
6,1,41,7,0,2,1,0,25,0,0,0,0,0,1,1,0,0
0,0,45,16,0,3,1,0,0,0,0,0,0,0,0,0,0,0
0,0,45,16,0,3,1,0,0,0,0,0,0,0,1,1,0,0
0,0,45,16,0,3,1,0,0,0,38,0,0,0,1,1,0,0
0,0,45,16,0,3,1,0,5,0,0,0,0,0,0,0,0,0
0,0,45,16,0,3,1,0,0,0,0,0,0,0,2,1,0,0
0,0,45,16,0,3,1,0,8,0,0,0,0,0,0,0,0,0
0,0,45,16,0,3,1,0,0,0,5,0,0,0,1,1,0,0
0,0,45,16,0,3,1,0,0,0,4,0,0,0,1,1,0,0
0,0,45,16,0,3,1,0,0,0,26,0,0,0,1,1,0,0
0,0,45,16,0,3,1,0,4,0,0,0,0,0,0,0,0,0
0,0,45,16,0,3,1,0,1,0,0,0,0,0,0,0,0,0
0,0,45,16,0,3,1,0,11,0,26,0,0,0,1,1,1,0
0,0,45,16,0,3,1,0,3,0,0,0,0,0,0,0,0,0
0,0,45,16,0,3,1,0,7,0,0,0,0,0,2,1,0,0
0,0,45,16,0,3,1,0,4,0,0,0,0,0,1,1,0,0
0,0,45,16,0,3,1,0,17,2,0,0,0,0,0,0,0,0
0,0,45,16,0,3,1,0,0,0,47,0,0,0,1,1,0,0
0,0,45,16,0,3,1,0,1,0,0,0,0,0,2,1,0,0
0,0,45,16,0,3,1,0,5,1,0,0,0,0,1,1,0,0
0,0,45,16,0,3,1,0,2,0,0,0,0,0,0,0,0,0
0,0,45,16,0,3,1,0,4,1,0,0,0,0,2,1,0,0
0,0,45,16,0,3,1,0,11,1,0,0,0,0,0,0,0,0
0,0,45,16,0,3,1,0,16,0,0,0,0,0,2,1,0,0
0,0,45,16,0,3,1,0,2,0,0,0,0,0,1,1,0,0
0,0,45,16,0,3,1,0,0,0,33,0,0,0,1,1,0,0
0,0,45,16,0,3,1,0,1,0,0,0,0,0,1,1,0,0
0,0,45,16,0,3,1,0,0,0,37,0,0,0,1,1,0,0
0,0,45,16,0,3,1,0,0,0,36,0,0,0,0,0,0,0
0,0,45,16,0,3,1,0,19,0,38,0,0,0,0,0,0,0
0,0,45,16,0,3,1,0,8,2,0,0,0,0,1,1,0,0
0,0,45,16,0,3,1,0,0,0,42,0,0,0,2,1,0,0
0,0,45,16,0,3,1,0,0,0,0,0,0,0,1,1,1,0
0,0,45,16,0,3,1,0,0,0,35,0,0,0,1,1,0,0
0,0,45,16,0,3,1,0,0,0,34,0,0,0,1,1,0,0
0,0,45,16,0,3,1,0,2,0,30,0,0,0,2,1,0,0
0,0,45,16,0,3,1,0,5,0,0,0,0,0,1,1,0,0
0,0,45,16,0,3,1,0,0,0,42,0,0,0,1,1,0,0
0,0,45,16,0,3,1,0,0,0,0,0,0,0,2,1,1,0
0,0,45,16,0,3,1,0,0,0,31,0,0,0,2,1,0,0
0,0,45,16,0,3,1,0,13,3,0,0,0,0,0,0,0,0
0,0,45,16,0,3,1,0,4,0,0,0,0,0,2,1,0,0
0,0,45,16,0,3,1,0,0,0,26,0,0,0,0,0,0,0
0,0,45,16,0,3,1,0,0,0,8,0,0,0,0,0,0,0
0,0,45,16,0,3,1,0,0,0,25,0,0,0,0,0,0,0
0,0,45,16,0,3,1,0,8,0,0,0,0,0,1,1,0,0
0,0,45,16,0,3,1,0,17,3,0,0,0,0,1,1,0,0
0,0,45,16,0,3,1,0,0,0,10,0,0,0,1,1,0,0
0,0,45,16,0,3,1,0,0,0,39,0,0,0,0,0,0,0
0,0,45,16,0,3,1,0,0,0,28,0,0,0,1,1,0,0
0,0,45,16,0,3,1,0,3,1,0,0,0,0,2,1,0,0
0,0,45,16,0,3,1,0,7,1,0,0,0,0,1,1,0,0
0,0,45,16,0,3,1,0,0,0,25,0,0,0,1,1,0,0
0,0,45,16,0,3,1,0,0,0,31,0,0,0,1,1,0,0
0,0,41,15,0,2,1,0,0,0,0,0,0,0,0,0,0,0
0,0,41,15,0,2,1,0,0,0,0,0,0,0,1,1,0,0
0,0,41,15,0,2,1,0,1,0,36,0,0,0,1,1,0,0
0,0,41,15,0,2,1,0,13,0,0,0,0,0,0,0,0,0
0,0,41,15,0,2,1,0,0,0,45,0,0,0,1,1,0,0
0,0,41,15,0,2,1,0,0,0,3,0,0,0,1,1,0,0
0,0,41,15,0,2,1,0,0,0,41,0,0,0,0,0,0,0
0,0,41,15,0,2,1,0,16,3,0,0,0,0,0,0,0,0
0,0,41,15,0,2,1,0,11,0,0,0,0,0,1,1,0,0
0,0,41,15,0,2,1,0,0,0,28,0,0,0,0,0,0,0
0,0,41,15,0,2,1,0,0,0,39,0,0,0,0,0,0,0
0,0,41,15,0,2,1,0,3,0,0,0,0,0,1,1,0,0
0,0,41,15,0,2,1,0,0,0,0,0,0,0,2,1,0,0
0,0,41,15,0,2,1,0,6,0,7,0,0,0,1,1,0,0
0,0,41,15,0,2,1,0,0,0,33,0,0,0,0,0,0,0
0,0,41,15,0,2,1,0,4,0,0,0,0,0,2,1,0,0
0,0,41,15,0,2,1,0,9,0,27,0,0,0,1,1,0,0
0,0,41,15,0,2,1,0,8,2,0,0,0,0,2,1,0,0
0,0,41,15,0,2,1,0,5,1,0,0,0,0,1,1,0,0
0,0,41,15,0,2,1,0,0,0,40,0,0,0,1,1,0,0
0,0,41,15,0,2,1,0,0,0,4,0,0,0,1,1,0,0
0,0,41,15,0,2,1,0,11,1,39,0,0,0,1,1,0,0
0,0,41,15,0,2,1,0,0,0,35,0,0,0,0,0,0,0
0,0,41,15,0,2,1,0,6,1,0,0,0,0,2,1,0,0
0,0,41,15,0,2,1,0,0,0,46,0,0,0,1,1,0,0
0,0,41,15,0,2,1,0,1,0,39,0,0,0,0,0,0,0
0,0,41,15,0,2,1,0,0,0,7,0,0,0,1,1,0,0
0,0,41,15,0,2,1,0,0,0,32,0,0,0,0,0,0,0
0,0,41,15,0,2,1,0,0,0,10,0,0,0,0,0,0,0
0,0,41,15,0,2,1,0,1,0,34,0,0,0,0,0,0,0
0,0,41,15,0,2,1,0,6,0,0,0,0,0,1,1,0,0
0,0,41,15,0,2,1,0,1,0,0,0,0,0,0,0,0,0
0,0,41,15,0,2,1,0,4,1,0,0,0,0,1,1,0,0
0,0,41,15,0,2,1,0,1,0,0,0,0,0,1,1,0,0
0,0,41,15,0,2,1,0,0,0,40,0,0,0,0,0,0,0
0,0,41,15,0,2,1,0,0,0,37,0,0,0,0,0,0,0
0,0,41,15,0,2,1,0,2,0,0,0,0,0,0,0,0,0
0,0,41,15,0,2,1,0,9,0,0,0,0,0,1,1,0,0
0,0,41,15,0,2,1,0,5,0,0,0,0,0,1,1,0,0
0,0,41,15,0,2,1,0,0,0,41,0,0,0,1,1,0,0
0,0,41,15,0,2,1,0,20,2,0,0,0,0,0,0,0,0
0,0,41,15,0,2,1,0,23,3,0,0,0,0,1,1,0,0
0,0,41,15,0,2,1,0,0,0,8,0,0,0,2,1,0,0
0,0,41,15,0,2,1,0,0,0,43,0,0,0,0,0,0,0
0,0,41,15,0,2,1,0,7,0,0,0,0,0,0,0,0,0
0,0,41,15,0,2,1,0,0,0,5,0,0,0,0,0,0,0
0,0,41,15,0,2,1,0,19,1,0,0,0,0,0,0,0,0
0,0,41,15,0,2,1,0,0,0,28,0,0,0,1,1,0,0
9,0,16,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0
9,0,16,9,0,2,0,0,0,0,0,0,0,0,1,1,0,0
9,0,16,9,0,2,0,0,0,0,0,0,0,0,2,1,0,0
9,0,16,9,0,2,0,0,0,0,33,0,0,0,0,0,0,0
9,0,16,9,0,2,0,0,0,0,0,0,0,0,1,1,1,0
9,0,16,9,0,2,0,0,0,0,41,0,0,0,1,1,0,0
9,0,16,9,0,2,0,0,3,0,0,0,0,0,0,0,0,0
9,0,16,9,0,2,0,0,27,3,0,0,0,0,0,0,0,0
9,0,16,9,0,2,0,0,1,0,0,0,0,0,1,1,0,0
9,0,16,9,0,2,0,0,2,0,0,0,0,0,1,1,0,0
9,0,16,9,0,2,0,0,6,1,0,0,0,0,1,1,0,0
9,0,16,9,0,2,0,0,0,0,52,0,0,0,0,0,0,0
9,0,16,9,0,2,0,0,0,0,2,0,0,0,0,0,0,0
9,0,16,9,0,2,0,0,0,0,29,0,0,0,2,1,1,0
9,0,16,9,0,2,0,0,6,0,0,0,0,0,2,1,0,0
9,0,16,9,0,2,0,0,0,0,38,0,0,0,1,1,0,0
9,0,16,9,0,2,0,0,0,0,31,0,0,0,1,1,0,0
9,0,16,9,0,2,0,0,1,0,0,0,0,0,0,0,0,0
9,0,16,9,0,2,0,0,0,0,30,0,0,0,0,0,0,0
9,0,16,9,0,2,0,0,1,0,36,0,0,0,1,1,0,0
9,0,16,9,0,2,0,0,0,0,4,0,0,0,1,1,0,0
9,0,16,9,0,2,0,0,16,0,0,0,0,0,0,0,0,0
9,0,16,9,0,2,0,0,0,0,40,0,0,0,1,1,0,0
9,0,16,9,0,2,0,0,0,0,42,0,0,0,1,1,0,0
9,0,16,9,0,2,0,0,2,0,3,0,0,0,0,0,0,0
9,0,16,9,0,2,0,0,0,0,33,0,0,0,2,1,0,0
9,0,16,9,0,2,0,0,27,7,0,0,0,0,1,1,0,0
9,0,16,9,0,2,0,0,0,0,20,0,0,0,0,0,0,0
9,0,16,9,0,2,0,0,15,0,0,0,0,0,1,1,0,0
9,0,16,9,0,2,0,0,5,0,0,0,0,0,1,1,0,0
9,0,16,9,0,2,0,0,20,0,0,0,0,0,2,1,0,0
9,0,16,9,0,2,0,0,25,6,0,0,0,0,1,1,0,0
9,0,16,9,0,2,0,0,1,0,0,0,0,0,2,1,0,0
9,0,16,9,0,2,0,0,0,0,7,0,0,0,0,0,0,0
9,0,16,9,0,2,0,0,3,0,0,0,0,0,1,1,0,0
9,0,16,9,0,2,0,0,5,0,0,0,0,0,0,0,0,0
9,0,16,9,0,2,0,0,0,0,48,0,0,0,2,1,0,0
9,0,16,9,0,2,0,0,2,0,39,0,0,0,1,1,0,0
9,0,16,9,0,2,0,0,0,0,4,0,0,0,0,0,0,0
9,0,16,9,0,2,0,0,6,2,0,0,0,0,1,1,0,0
9,0,16,9,0,2,0,0,2,0,40,0,0,0,2,1,0,0
9,0,16,9,0,2,0,0,8,0,37,0,0,0,1,1,0,0
9,0,16,9,0,2,0,0,0,0,39,0,0,0,0,0,0,0
9,0,16,9,0,2,0,0,0,0,40,0,0,0,2,1,0,0
9,0,16,9,0,2,0,0,7,0,0,0,0,0,1,1,0,0
9,0,16,9,0,2,0,0,17,2,0,0,0,0,2,1,0,0
9,0,16,9,0,2,0,0,2,0,0,0,0,0,0,0,0,0
9,0,16,9,0,2,0,0,0,0,32,0,0,0,1,1,0,0
0,2,15,23,0,2,1,0,0,0,0,0,0,0,0,0,0,0
0,2,15,23,0,2,1,0,0,0,0,0,0,0,1,1,0,0
0,2,15,23,0,2,1,0,2,0,0,0,0,0,2,1,0,0
0,2,15,23,0,2,1,0,0,0,39,0,0,0,1,1,0,0
0,2,15,23,0,2,1,0,0,0,32,0,0,0,0,0,0,0
0,2,15,23,0,2,1,0,0,0,0,0,0,0,2,1,0,0
0,2,15,23,0,2,1,0,1,0,0,0,0,0,1,1,0,0
0,2,15,23,0,2,1,0,0,0,38,0,0,0,0,0,0,0
0,2,15,23,0,2,1,0,12,0,0,0,0,0,1,1,0,0
0,2,15,23,0,2,1,0,0,0,27,0,0,0,0,0,0,0
0,2,15,23,0,2,1,0,1,0,0,0,0,0,0,0,0,0
0,2,15,23,0,2,1,0,1,0,0,0,0,0,2,1,0,0
0,2,15,23,0,2,1,0,12,0,0,0,0,0,0,0,0,0
0,2,15,23,0,2,1,0,0,0,31,0,0,0,2,1,0,0
0,2,15,23,0,2,1,0,5,0,0,0,0,0,1,1,0,0
0,2,15,23,0,2,1,0,0,0,0,0,0,0,1,1,1,0
0,2,15,23,0,2,1,0,0,0,36,0,0,0,0,0,0,0
